206.67 	5.84 
210.10 	5.93 
217.51 	6.05 
223.14 	6.07 
228.45 	5.94 
234.45 	5.76 
239.34 	5.51 
244.43 	5.27 
250.81 	5.09 
257.80 	4.92 
266.32 	4.81 
275.19 	4.68 
284.93 	4.60 
295.03 	4.51 
305.95 	4.46 
318.93 	4.38 
333.96 	4.33 
351.47 	4.23 
363.10 	4.21 
377.36 	4.17 
392.16 	4.15 
408.84 	4.12 
430.71 	4.07 
454.38 	4.06 
481.55 	4.01 
520.13 	4.00 
570.64 	3.94 
628.80 	3.93 
710.19 	3.88 
813.65 	3.87 
