Wavelength,c
541.8492632,0.984054361
542.2059282,0.985634761
542.5625497,0.983575863
542.9191277,0.987114909
543.2756621,0.986595778
543.6321529,0.984688057
543.9886001,0.981245408
544.3450037,0.983690482
544.7013637,0.985846317
545.0576801,0.989149828
545.4139528,0.986535044
545.770182,0.983985193
546.1263674,0.98603833
546.4825093,0.98341409
546.8386075,0.98410152
547.194662,0.985460159
547.5506728,0.98648327
547.90664,0.986884364
548.2625634,0.989136805
548.6184432,0.987689944
548.9742792,0.987937795
549.3300715,0.983803642
549.6858201,0.986081722
550.041525,0.984704839
550.3971861,0.983801981
550.7528034,0.986475194
551.108377,0.98499342
551.4639068,0.985710478
551.8193929,0.987173897
552.1748351,0.984551682
552.5302335,0.98927836
552.8855882,0.986696182
553.240899,0.986265278
553.596166,0.991264947
553.9513891,0.989351168
554.3065684,0.989256415
554.6617039,0.98368923
555.0167955,0.9825042
555.3718432,0.981268425
555.726847,0.979707287
556.081807,0.981628615
556.436723,0.984818751
556.7915952,0.987476023
557.1464234,0.983143231
557.5012077,0.979369432
557.8559481,0.981714889
558.2106445,0.983001894
558.565297,0.98532643
558.9199056,0.981326563
559.2744701,0.980169107
559.6289907,0.978232868
559.9834673,0.977669311
560.3378999,0.981593705
560.6922885,0.983026003
561.0466331,0.981800421
561.4009337,0.984608958
561.7551903,0.982849416
562.1094028,0.983541926
562.4635712,0.979965345
562.8176956,0.981004259
563.171776,0.983049751
563.5258122,0.981687656
563.8798044,0.984486663
564.2337525,0.982726536
564.5876565,0.983985955
564.9415164,0.98527585
565.2953322,0.981269428
565.6491038,0.987522168
566.0028313,0.979988377
566.3565147,0.981580082
566.7101539,0.978773796
567.063749,0.978186459
567.4172999,0.982593408
567.7708066,0.982724865
568.1242691,0.984750743
568.4776874,0.988085893
568.8310615,0.984270791
569.1843914,0.983519531
569.5376771,0.98312785
569.8909185,0.981699841
570.2441158,0.979809409
570.5972687,0.981557583
570.9503774,0.981545557
571.3034418,0.979896866
571.656462,0.97902758
572.0094379,0.978927285
572.3623695,0.980378363
572.7152567,0.980449114
573.0680997,0.979874688
573.4208983,0.982497094
573.7736527,0.984698689
574.1263626,0.983958811
574.4790283,0.982650059
574.8316496,0.977691798
575.1842265,0.979298391
575.536759,0.979707049
575.8892472,0.981929133
576.241691,0.983968603
576.5940903,0.983883915
576.9464453,0.982539369
577.2987558,0.982539309
577.651022,0.980644319
578.0032437,0.981187711
578.3554209,0.976686981
578.7075537,0.97902548
579.059642,0.980092212
579.4116859,0.974865621
579.7636853,0.981618088
580.1156402,0.980083037
580.4675506,0.979531577
580.8194165,0.978075408
581.1712379,0.976078675
581.5230147,0.975958722
581.8747471,0.974763474
582.2264349,0.977853492
582.5780781,0.979488745
582.9296768,0.976073314
583.2812309,0.977935675
583.6327405,0.977507847
583.9842054,0.977944809
584.3356258,0.976571095
584.6870015,0.978036016
585.0383327,0.980588442
585.3896192,0.975319236
585.7408611,0.974216458
586.0920584,0.976041208
586.443211,0.978140994
586.794319,0.977725795
587.1453823,0.976899495
587.496401,0.975981319
587.8473749,0.976193428
588.1983042,0.976595505
588.5491888,0.976238815
588.9000286,0.975440835
589.2508238,0.974484518
589.6015742,0.976381304
589.9522799,0.968742757
590.3029408,0.974270894
590.653557,0.973686099
591.0041284,0.970503343
591.3546551,0.970175273
591.705137,0.971400381
592.0555741,0.968708881
592.4059664,0.972393504
592.7563139,0.971853076
593.1066166,0.975832453
593.4568744,0.975339613
593.8070875,0.973693639
594.1572556,0.975862743
594.507379,0.975084528
594.8574575,0.971525643
595.2074911,0.969356871
595.5574799,0.971861859
595.9074237,0.970829946
596.2573227,0.971598118
596.6071768,0.973221917
596.9569859,0.970238702
597.3067502,0.970422952
597.6564695,0.972628688
598.0061439,0.966514788
598.3557733,0.967310996
598.7053578,0.968641154
599.0548973,0.972499453
599.4043918,0.969837977
599.7538414,0.96786529
600.103246,0.968089512
600.4526056,0.965209416
600.8019201,0.973557885
601.1511897,0.971650212
601.5004142,0.968511714
601.8495937,0.965020009
602.1987282,0.96326054
602.5478176,0.96264712
602.8968619,0.962767397
603.2458612,0.965375129
603.5948154,0.964527092
603.9437245,0.966157973
604.2925885,0.96243367
604.6414075,0.964520657
604.9901813,0.966478401
605.3389099,0.966731735
605.6875935,0.964347634
606.0362319,0.962080345
606.3848252,0.964127007
606.7333733,0.963050683
607.0818762,0.965321514
607.430334,0.963695273
607.7787466,0.961053948
608.127114,0.962265919
608.4754362,0.961293666
608.8237131,0.959752726
609.1719449,0.961652526
609.5201315,0.964702677
609.8682728,0.963493917
610.2163688,0.961680239
610.5644196,0.961374622
610.9124252,0.963815892
611.2603854,0.963472331
611.6083004,0.964572487
611.9561701,0.961455971
612.3039945,0.961699805
612.6517736,0.960892946
612.9995074,0.958898378
613.3471959,0.957257076
613.694839,0.961037659
614.0424368,0.959611278
614.3899892,0.959231436
614.7374963,0.961075017
615.084958,0.96485741
615.4323744,0.962196638
615.7797453,0.961895773
616.1270709,0.961363416
616.474351,0.960030064
616.8215858,0.960677659
617.1687751,0.962933204
617.515919,0.960543529
617.8630174,0.96248185
618.2100704,0.960503211
618.557078,0.960276064
618.90404,0.958592815
619.2509566,0.955873846
619.5978278,0.957783584
619.9446534,0.955613999
620.2914335,0.956473912
620.6381682,0.959466203
620.9848573,0.957917816
621.3315009,0.955760805
621.6780989,0.957483237
622.0246514,0.955288949
622.3711583,0.959353684
622.7176197,0.958733116
623.0640356,0.95954774
623.4104058,0.957850202
623.7567304,0.958621953
624.1030095,0.960237718
624.4492429,0.956402127
624.7954308,0.954231784
625.141573,0.955223068
625.4876696,0.955797077
625.8337205,0.953236929
626.1797258,0.953470522
626.5256854,0.954949503
626.8715994,0.954531274
627.2174676,0.955567702
627.5632902,0.96027007
627.9090671,0.956260559
628.2547983,0.951513472
628.6004838,0.95256668
628.9461236,0.953747105
629.2917176,0.954905046
629.6372659,0.958157398
629.9827685,0.959163227
630.3282253,0.95944619
630.6736363,0.955307702
631.0190016,0.954974079
631.3643211,0.952901142
631.7095948,0.952470879
632.0548227,0.952329804
632.4000048,0.952098584
632.745141,0.950761345
633.0902315,0.95068839
633.4352761,0.953841857
633.7802748,0.951069157
634.1252277,0.956301417
634.4701348,0.95334953
634.814996,0.956387108
635.1598113,0.957137935
635.5045807,0.953119344
635.8493042,0.951001448
636.1939818,0.952611214
636.5386135,0.955415627
636.8831993,0.953162014
637.2277391,0.954778695
637.572233,0.952462833
637.9166809,0.949383458
638.2610829,0.95060971
638.605439,0.952676217
638.949749,0.95266268
639.2940131,0.952129811
639.6382312,0.95293127
639.9824032,0.948482284
640.3265293,0.949916922
640.6706093,0.945431581
641.0146433,0.947283236
641.3586313,0.948314583
641.7025732,0.950642302
642.0464691,0.946824899
642.3903189,0.951724889
642.7341227,0.954155088
643.0778803,0.952381315
643.4215919,0.955668151
643.7652573,0.953332448
644.1088767,0.952305909
644.4524499,0.953953943
644.7959771,0.954655955
645.139458,0.953692805
645.4828929,0.952147683
645.8262816,0.952090377
646.1696241,0.951067822
646.5129204,0.950967933
646.8561706,0.948242139
647.1993746,0.95249369
647.5425324,0.951555955
647.885644,0.948240762
648.2287094,0.950720338
648.5717285,0.948969939
648.9147014,0.951523119
649.2576281,0.953620546
649.6005086,0.953890882
649.9433427,0.956627187
650.2861306,0.952539879
650.6288723,0.951703356
650.9715676,0.95189408
651.3142167,0.951397439
651.6568194,0.949130879
651.9993759,0.955063254
652.341886,0.952075912
652.6843498,0.95124318
653.0267673,0.945237229
653.3691384,0.951878048
653.7114632,0.951428377
654.0537416,0.95094174
654.3959736,0.948870501
654.7381592,0.94831657
655.0802985,0.944510387
655.4223913,0.944173651
655.7644378,0.946414981
656.1064378,0.947304139
656.4483914,0.947264447
656.7902986,0.944475736
657.1321593,0.944622058
657.4739736,0.944687205
657.8157414,0.948426551
658.1574628,0.951210698
658.4991377,0.951710678
658.840766,0.947646606
659.1823479,0.948388085
659.5238833,0.947832482
659.8653722,0.94741456
660.2068146,0.949670662
660.5482104,0.950058017
660.8895597,0.951457979
661.2308624,0.950561171
661.5721186,0.948449454
661.9133282,0.947556395
662.2544912,0.946181373
662.5956077,0.945398946
662.9366775,0.945969709
663.2777008,0.945043366
663.6186774,0.948707615
663.9596075,0.945452769
664.3004909,0.947985256
664.6413276,0.95047179
664.9821178,0.94824859
665.3228612,0.953112923
665.663558,0.946932668
666.0042082,0.953218899
666.3448116,0.953398809
666.6853684,0.951161422
667.0258784,0.949886359
667.3663418,0.949265902
667.7067584,0.953938669
668.0471284,0.95027901
668.3874516,0.951369914
668.727728,0.951405328
669.0679577,0.950058015
669.4081406,0.952414592
669.7482768,0.951589314
670.0883662,0.950475754
670.4284088,0.950017206
670.7684046,0.947602372
671.1083536,0.951148235
671.4482558,0.949720225
671.7881111,0.95051756
672.1279197,0.954470272
672.4676814,0.951614513
672.8073962,0.951545701
673.1470642,0.95423727
673.4866854,0.957589484
673.8262596,0.952259408
674.165787,0.955790663
674.5052675,0.954221781
674.844701,0.956175351
675.1840877,0.958729006
675.5234275,0.958203524
675.8627203,0.958640558
676.2019662,0.959279049
676.5411651,0.958722684
676.8803171,0.957446349
677.2194221,0.957197039
677.5584802,0.957904639
677.8974913,0.958728849
678.2364554,0.959725125
678.5753725,0.957196374
678.9142425,0.95557055
679.2530656,0.953725966
679.5918417,0.962431944
679.9305707,0.960864
680.2692526,0.964297489
680.6078876,0.962368197
680.9464754,0.961676349
681.2850162,0.958650295
681.6235099,0.959430153
681.9619566,0.955931358
682.3003561,0.957850103
682.6387085,0.957938907
682.9770139,0.960022957
683.3152721,0.956870895
683.6534831,0.959060312
683.9916471,0.958356391
684.3297639,0.955852105
684.6678335,0.954046807
685.0058559,0.960354826
685.3438312,0.955636594
685.6817593,0.958216022
686.0196403,0.961721985
686.357474,0.959536765
686.6952605,0.960560328
687.0329998,0.96167657
687.3706918,0.963604719
687.7083367,0.96671831
688.0459343,0.965800065
688.3834846,0.9650366
688.7209877,0.96530266
689.0584435,0.969916033
689.395852,0.967469263
689.7332132,0.967124991
690.0705271,0.963578017
690.4077938,0.96466667
690.7450131,0.964931662
691.0821851,0.965442789
691.4193097,0.968065069
691.7563871,0.968489286
692.093417,0.965493183
692.4303996,0.967398354
692.7673349,0.966652018
693.1042227,0.967895893
693.4410632,0.967564198
693.7778563,0.967848653
694.114602,0.969194936
694.4513003,0.969855848
694.7879511,0.972407807
695.1245545,0.975618099
695.4611105,0.971780652
695.7976191,0.971673935
696.1340801,0.969040271
696.4704937,0.968662825
696.8068599,0.969439679
697.1431786,0.971294384
697.4794497,0.96960355
697.8156734,0.969959584
698.1518496,0.970611604
698.4879782,0.970334945
698.8240593,0.968529965
699.1600929,0.972990996
699.496079,0.973528748
699.8320174,0.972571464
700.1679084,0.972964016
700.5037517,0.972416887
700.8395475,0.969976389
701.1752957,0.973100186
701.5109963,0.97171321
701.8466493,0.973275363
702.1822547,0.972646937
702.5178124,0.97210127
702.8533225,0.97267189
703.188785,0.971094869
703.5241998,0.967293037
703.859567,0.972714771
704.1948865,0.97255795
704.5301584,0.975090071
704.8653825,0.975990423
705.200559,0.972165453
705.5356877,0.967156031
705.8707687,0.968862259
706.2058021,0.970374703
706.5407876,0.966556388
706.8757255,0.970432287
707.2106156,0.970092421
707.545458,0.973255885
707.8802525,0.975068562
708.2149994,0.975449801
708.5496984,0.976962863
708.8843496,0.977371805
709.2189531,0.972273036
709.5535087,0.972419387
709.8880165,0.975917292
710.2224765,0.97656871
710.5568887,0.975034697
710.891253,0.977086144
711.2255695,0.973859184
711.5598381,0.975521456
711.8940588,0.97475368
712.2282317,0.980185439
712.5623566,0.978920498
712.8964337,0.981540919
713.2304629,0.980181385
713.5644441,0.979252003
713.8983775,0.977535211
714.2322629,0.977064404
714.5661003,0.980329363
714.8998898,0.975389564
715.2336314,0.974621824
715.567325,0.971209798
715.9009706,0.974539679
716.2345682,0.973349629
716.5681178,0.976109001
716.9016195,0.981310621
717.2350731,0.983956845
717.5684787,0.978989157
717.9018363,0.976950043
718.2351458,0.975021606
718.5684073,0.974628955
718.9016207,0.976276493
719.2347861,0.975946943
719.5679034,0.976252269
719.9009726,0.975610174
720.2339938,0.978694307
720.5669668,0.980678976
720.8998917,0.981203336
721.2327685,0.977682194
721.5655972,0.974662002
721.8983778,0.974575327
722.2311102,0.976123156
722.5637944,0.980740186
722.8964305,0.979657763
723.2290185,0.976042101
723.5615582,0.976538912
723.8940498,0.978837224
724.2264931,0.981039149
724.5588883,0.9767019
724.8912353,0.976887242
725.223534,0.976831718
725.5557845,0.975177703
725.8879867,0.975990682
726.2201408,0.978920493
726.5522465,0.978550628
726.884304,0.976513128
727.2163132,0.97669719
727.5482741,0.974869859
727.8801868,0.977129879
728.2120511,0.978067136
728.5438671,0.978753409
728.8756348,0.978727849
729.2073542,0.980888673
729.5390252,0.980132566
729.8706479,0.978427401
730.2022223,0.977900537
730.5337483,0.977599367
730.8652259,0.979681459
731.1966551,0.97772462
731.5280359,0.979096039
731.8593684,0.977074151
732.1906524,0.977785398
732.521888,0.976488542
732.8530752,0.98028457
733.184214,0.977620768
733.5153043,0.980769469
733.8463462,0.979570949
734.1773396,0.980562726
734.5082845,0.98046703
734.839181,0.980785358
735.1700289,0.978228749
735.5008284,0.979214493
735.8315794,0.980337587
736.1622818,0.976787194
736.4929358,0.979051149
736.8235412,0.979374156
737.1540981,0.979594288
737.4846064,0.980258118
737.8150662,0.982289725
738.1454774,0.983226565
738.47584,0.985844678
738.806154,0.984157019
739.1364195,0.982103391
739.4666363,0.985438012
739.7968046,0.979951492
740.1269242,0.982142401
740.4569952,0.983249581
740.7870176,0.981407573
741.1169913,0.979716196
741.4469163,0.980307482
741.7767927,0.981289108
742.1066205,0.97901471
742.4363995,0.980023123
742.7661299,0.97994832
743.0958115,0.98066014
743.4254445,0.981883457
743.7550287,0.981501184
744.0845643,0.983129307
744.414051,0.988039679
744.7434891,0.985390815
745.0728784,0.988844096
745.4022189,0.989803189
745.7315107,0.990059602
746.0607537,0.984679727
746.3899479,0.978295366
746.7190933,0.980028445
747.0481899,0.981868122
747.3772377,0.984146032
747.7062367,0.984742591
748.0351868,0.98936314
748.3640881,0.98509543
748.6929406,0.986415868
749.0217442,0.987596371
749.3504989,0.984828074
749.6792047,0.981802333
750.0078617,0.985898971
750.3364698,0.987621924
750.665029,0.987297379
750.9935393,0.987496149
751.3220006,0.983433377
751.6504131,0.981935859
751.9787766,0.984574852
752.3070911,0.987306509
752.6353567,0.987360126
752.9635734,0.985624023
753.291741,0.984819388
753.6198597,0.989936551
753.9479294,0.9857033
754.2759501,0.984221638
754.6039218,0.988090634
754.9318445,0.985929519
755.2597182,0.983622022
